Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,outcome_id,subgroup_id,outcome_name,subgroup_name,effect_size,lower_ci,upper_ci
Efron 1997,Poor appetite,69/123,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Efron,,,,,,
El‐Fiky 2014,Decreased appetite,12/31,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,El‐Fiky,,,,,,
Famularo 1987,Decreased appetite,1/10,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Famularo,,,,,,
Findling 2009,Loss of appetite,81/157,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Findling,,,,,,
Garg 2014,Decreased appetite,14/27,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Garg,,,,,,
Gau 2006,Decreased appetite,19/32,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Gau,,,,,,
Gau 2008,Loss of appetite,128/607,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Gau,,,,,,
Germinario 2013,Decreased appetite,5/9,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Germinario,,,,,,
Gerwe 2009,Loss of appetite,83/263,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Gerwe,,,,,,
Ghanizadeh 2013,Decreased appetite,1/26,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Ghanizadeh,,,,,,
Golubchik 2011,Decrease in appetite,4/9,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Golubchik,,,,,,
Grcevich 2001,Appetite suppression,5/75,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Grcevich,,,,,,
Green 2011,Poor appetite,13/14,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Green,,,,,,
Gucuyener 2003,Loss of appetite,23/119,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Gucuyener,,,,,,
Hammerness 2009,Decreased appetite,19/57,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Hammerness,,,,,,
Hazell 2003,Appetite suppression,7/10,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Hazell,,,,,,
Hulvershorn 2012,Decreased appetite,6/25,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Hulvershorn,,,,,,
Işeri 2007,Loss of appetite,3/20,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Işeri,,,,,,
Jafarinia 2012,Decreased appetite,11/20,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Jafarinia,,,,,,
Johnson 2013,Reduced appetite,26/45,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Johnson,,,,,,
Jung 2007,Appetite loss,16/83,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Jung,,,,,,
Kemner 2005 (FOCUS),Decreased appetite,49/850,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Kemner,,,,,,
Kim 2010,Decreased appetite,9/27,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Kim,,,,,,
Kim 2011,Poor appetite,22/97,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Kim,,,,,,
Kratochvil 2002,Anorexia,6/25,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Kratochvil,,,,,,
Lakic 2012,Loss of appetite,68/68,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Lakic,,,,,,
Lee 2007,Decreased appetite,31/110,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Lee,,,,,,
Li 2011,Decreased appetite,13/34,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Li,,,,,,
Maayan 2009,Decreased appetite,7/11,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Maayan,,,,,,
Maia 2008,Barkley decreased appetite,19/31,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Maia,,,,,,
Mayes 1994,Decreased appetite,14/63,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Mayes,,,,,,
McCracken 2016,Decreased appetite,31/61,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,McCracken,,,,,,
Miller‐Horn 2008,Decreased appetite,2/23,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Miller‐Horn,,,,,,
Mohammadi 2004,Loss of appetite,4/11,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Mohammadi,,,,,,
Mohammadi 2010,Decreased appetite,17/19,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Mohammadi,,,,,,
Mohammadi 2012a,Loss of appetite,11/23,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Mohammadi,,,,,,
Mohammadi 2012b,Decreased appetite,9/20,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Mohammadi,,,,,,
Na 2013,Decreased appetite,66/103,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Na,,,,,,
Perera 2010,Loss of appetite,51/102,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Perera,,,,,,
Peyre 2012a,Reduced appetite,9/121,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Peyre,,,,,,
Pierce 2010,Decreased appetite,7/71,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Pierce,,,,,,
Poulton 2003,Decreased appetite,12/13,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Poulton,,,,,,
Sahin 2014,Loss of appetite,21/30,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Sahin,,,,,,
Sangal 2006,Decreased appetite,19/79,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Sangal,,,,,,
Shang 2015,Decreased appetite,36/66,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Shang,,,,,,
Silva 2004,Decreased appetite,7/22,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Silva,,,,,,
Steele 2006,Decreased appetite,17/60,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Steele,,,,,,
Su 2015,Decreased appetite,72/205,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Su,,,,,,
Tasdelen 2015,Loss of appetite,9/17,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Tasdelen,,,,,,
Thorell 2009,Loss of appetite,21/79,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Thorell,,,,,,
Valdizán Usón 2004,Loss of appetite,9/155,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Valdizán,,,,,,
Valdizán Usón 2013,Appetite and nutrition disorders,68/689,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Valdizán,,,,,,
Wang 2007,Decreased appetite,32/166,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Wang,,,,,,
Warshaw 2010,Decreased appetite,77/260,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Warshaw,,,,,,
Wigal 2013,Decreased appetite,21/39,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Wigal,,,,,,
Wigal 2015,Decreased appetite,38/200,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Wigal,,,,,,
Wilens 2005,Appetite suppression,55/229,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Wilens,,,,,,
Wilens 2008,Decreased appetite,35/127,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Wilens,,,,,,
Yalcin 2014,Decreased appetite,28/40,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Yalcin,,,,,,
Yatsuga 2014,Decreased appetite,3/50,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Yatsuga,,,,,,
Yildiz 2010,Loss of appetite,27/47,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Yildiz,,,,,,
Zarinara 2010,Decreased appetite,7/18,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Zarinara,,,,,,
Zeni 2007,Decreased appetite,53/106,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Zeni,,,,,,
Zheng 2011,Loss of appetite,552/1154,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Zheng,,,,,,
Zheng 2015,Loss of appetite,16/123,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Zheng,,,,,,
Decreased weight,Decreased weight,Decreased weight,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Decreased,,,,,,
Abbas 2006,Weight loss,2/90,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Abbas,,,,,,
Abbasi 2011,Weight loss,6/20,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Abbasi,,,,,,
Amiri 2008,Weight loss,7/27,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Amiri,,,,,,
Ardic 2014,Weight loss,25/101,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Ardic,,,,,,
Arnold 2004,Weight loss,3/76,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Arnold,,,,,,
Arnold 2010,Decreased weight,5/171,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Arnold,,,,,,
Berek 2011,Weight decrease,10/762,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Berek,,,,,,
Cortese 2015,Weight loss,37/1426,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Cortese,,,,,,
Davari‐Ashtiani 2010,Weight loss,4/16,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Davari‐Ashtiani,,,,,,
Dittmann 2014,Weight decrease,3/195,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Dittmann,,,,,,
Döpfner 2011b,Weight loss,0/113,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Döpfner,,,,,,
Findling 2009,Decreased weight,33/157,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Findling,,,,,,
Grcevich 2001,Weight loss,3/75,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Grcevich,,,,,,
Haertling 2015,Weight decreased,3/239,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Haertling,,,,,,
Işeri 2007,Weight loss,2/20,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Işeri,,,,,,
Johnson 2013,Weight loss,9/45,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Johnson,,,,,,
Kordon 2011,Weight decrease,8/541,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Kordon,,,,,,
Kratochvil 2002,Weight loss,2/25,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Kratochvil,,,,,,
Lakic 2012,Moderate loss of body weight,68/68,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Lakic,,,,,,
Mohammadi 2012a,Weight loss,9/23,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Mohammadi,,,,,,
Remschmidt 2005,Weight decrease,1/105,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Remschmidt,,,,,,
Sahin 2014,Weight loss,20/30,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Sahin,,,,,,
Song 2012,Weight loss,4/116,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Song,,,,,,
Warshaw 2010,Decreased weight,9/260,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Warshaw,,,,,,
Wilens 2005,Weight loss,8/407,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Wilens,,,,,,
Yildiz 2010,Weight loss,12/47,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Yildiz,,,,,,
Yildiz 2011,Weight loss,5/11,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Yildiz,,,,,,
Çetin 2015,Weight loss,1/16,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Çetin,,,,,,
Diarrhoea,Diarrhoea,Diarrhoea,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Diarrhoea,,,,,,
Abbasi 2011,Diarrhoea,5/20,,,Non‐comparative studies: proportion of participants with non‐serious adverse events,17,Abbasi,,,,,,
